Date,City Name,Latitude,Longitude,Country,Cloud,Humidity,Maximum Temperatures,Wind Speed
1571286652,Fort Nelson,58.81,-122.69,CA,90,94,32.0,5.82
1571286652,Kisangani,0.52,25.21,CD,100,98,69.28,1.67
1571286145,Durazno,-33.38,-56.52,UY,100,95,58.19,14.04
1571286167,Salalah,17.01,54.1,OM,51,65,82.4,1.12
1571286116,Pathein,16.78,94.73,MM,0,66,85.42,7.27
1571286231,Verkhoyansk,67.55,133.39,RU,100,84,26.37,5.17
1571286653,Enid,36.4,-97.88,US,1,65,51.8,9.13
1571286653,Vozhega,60.47,40.21,RU,100,97,34.66,4.44
1571286653,Ahuimanu,21.44,-157.84,US,75,69,84.2,11.41
1571286151,Praia,-20.25,-43.81,BR,0,46,71.6,5.82
1571286159,Kavaratti,10.57,72.64,IN,100,75,82.58,9.52
1571286654,Madison,43.07,-89.38,US,75,70,43.0,3.36
1571286240,Namibe,-15.19,12.15,AO,97,80,71.67,12.54
1571286654,Vershino-Darasunskiy,52.35,115.52,RU,96,29,49.32,7.26
1571286192,Deputatskiy,69.3,139.9,RU,100,97,12.83,4.51
1571286654,Libreville,0.39,9.45,GA,75,94,77.0,4.7
1571286254,Padang,-0.92,100.36,ID,36,84,76.64,3.02
1571286655,Mungwi,-10.17,31.37,ZM,54,60,72.09,10.34
1571286655,Medford,42.33,-122.87,US,90,100,54.0,2.76
1571286655,Dickinson,46.88,-102.79,US,1,57,46.4,4.7
1571286655,Milkovo,41.53,24.68,BG,20,100,62.01,3.36
1571286656,Natchez,31.56,-91.4,US,1,93,53.6,3.8
1571286656,Izvestkovyy,48.98,131.55,RU,0,47,46.69,6.63
1571286172,Bathsheba,13.22,-59.52,BB,40,88,78.8,8.05
1571286656,Hay River,60.82,-115.79,CA,90,100,33.8,6.93
1571286258,Bilma,18.69,12.92,NE,31,16,83.75,7.01
1571286657,Gimbi,8.81,37.79,ET,4,70,57.92,9.86
1571286658,Chicama,-7.84,-79.15,PE,90,82,64.4,9.17
1571286658,Kupang,-10.16,123.6,ID,20,43,87.8,10.29
1571286658,Aswan,24.09,32.9,EG,98,30,82.4,11.41
1571286658,Mokhotlong,-29.29,29.06,LS,0,25,61.7,3.08
1571286659,Zeya,53.74,127.27,RU,0,54,44.8,3.42
1571286201,Payo,-3.75,103.64,ID,12,44,85.77,5.14
1571286659,Anadyr,64.73,177.51,RU,40,84,32.0,13.42
1571286659,Sarkand,45.41,79.91,KZ,43,28,65.64,15.35
1571286659,Gubkinskiy,64.43,76.5,RU,44,68,25.45,21.06
1571286660,Lodja,-3.52,23.6,CD,100,96,70.97,2.12
1571286660,Ayia Galini,35.1,24.68,GR,20,88,66.2,6.93
1571286660,Kalangala,-0.32,32.29,UG,75,93,66.2,6.93
1571286200,Nizwa,22.93,57.53,OM,0,23,76.24,4.12
1571286661,Bonnyville,54.27,-110.74,CA,75,70,46.4,10.29
1571286661,San Jose,14.25,-87.96,HN,72,94,62.64,0.97
1571286661,Santo Antonio de Padua,-21.54,-42.18,BR,100,84,70.32,3.3
1571286661,Uribia,11.71,-72.27,CO,86,83,78.62,5.33
1571286662,Saint-Pierre,48.95,4.24,FR,75,93,59.0,12.75
1571286662,Kaseda,31.42,130.32,JP,75,73,71.6,5.82
1571286662,Nove Mesto nad Metuji,50.34,16.15,CZ,35,87,52.0,1.12
1571286196,Russell,38.9,-98.86,US,1,53,51.8,14.99
1571286663,Fatezh,52.09,35.86,RU,92,93,42.8,11.18
1571286663,Duku,-1.19,100.47,ID,52,90,75.56,3.67
1571286230,Mayo,63.59,-135.9,CA,90,68,30.2,9.17
1571286664,Puerto Rondon,6.28,-71.1,CO,83,93,74.14,0.79
1571286194,Kalmunai,7.42,81.82,LK,98,76,81.36,9.77
1571286131,Gat,14.69,-16.54,SN,20,94,80.6,9.17
1571286664,Berezovyy,51.67,135.7,RU,0,39,44.73,7.01
1571286664,Sandnessjoen,66.02,12.63,NO,75,60,42.8,13.87
1571286226,Nouadhibou,20.93,-17.03,MR,100,78,71.6,13.87
1571286153,Tual,-5.67,132.75,ID,68,74,81.7,8.2
1571286255,Praia da Vitoria,38.73,-27.07,PT,40,68,64.4,13.75
1571286105,Adrar,27.87,-0.29,DZ,99,22,80.6,13.87
1571286665,Mala Vyska,48.64,31.63,UA,0,55,57.02,5.91
1571286665,Dauriya,49.93,116.85,RU,97,13,57.04,11.19
1571286313,Puerto Escondido,15.86,-97.07,MX,100,95,68.7,3.22
1571286451,Aksu,52.04,76.93,KZ,75,86,39.2,8.95
1571286095,Grand Gaube,-20.01,57.66,MU,75,69,73.99,11.41
1571286478,Shingu,33.72,135.99,JP,75,69,73.4,5.82
1571286667,Armizonskoye,55.95,67.67,RU,90,62,34.97,16.35
1571286124,Mahajanga,-15.72,46.32,MG,20,54,80.6,12.75
1571286667,Freeport,26.54,-78.7,BS,19,85,81.54,16.24
1571286667,Kaznejov,49.89,13.38,CZ,100,81,45.0,4.7
1571286446,Hovd,63.83,10.7,NO,90,65,46.99,13.87
1571286358,Taoudenni,22.68,-3.98,ML,31,25,86.99,13.97
1571286668,Karpogory,64.0,44.44,RU,92,88,32.25,3.06
1571286330,Pontes e Lacerda,-15.23,-59.33,BR,94,92,74.01,2.68
1571286668,Macheng,31.18,115.03,CN,19,38,70.81,7.52
1571286132,Inirida,3.87,-67.92,CO,78,96,72.95,2.02
1571286669,Morondava,-20.3,44.28,MG,0,33,91.15,7.5
1571286120,Ngunguru,-35.62,174.5,NZ,5,67,64.99,5.99
1571286669,Umea,63.83,20.26,SE,75,93,35.6,8.05
1571286669,Chato,-2.64,31.77,TZ,99,69,73.9,7.65
1571286116,Broome,52.47,1.45,GB,40,93,48.0,2.24
1571286670,Ouango,4.31,22.55,CD,100,99,68.99,2.91
1571286670,Sekoma,-24.51,23.93,BW,0,42,71.58,13.28
1571286671,Sao Filipe,14.9,-24.5,CV,38,85,77.83,2.23
1571286671,Banjar,-7.37,108.54,ID,99,53,85.32,7.2
1571286671,Panama City,30.16,-85.65,US,40,83,71.6,10.29
1571286672,Toyooka,35.55,134.82,JP,75,77,69.8,3.36
1571286177,Te Anau,-45.41,167.72,NZ,31,75,48.72,4.88
1571286153,Altay,47.83,88.13,CN,74,48,38.03,4.44
1571286673,Seymchan,62.93,152.39,RU,1,91,10.51,3.04
1571286674,Kargasok,59.06,80.87,RU,100,87,39.29,12.04
1571286142,Eureka,40.8,-124.16,US,90,100,57.0,8.05
1571286674,Kombissiri,12.07,-1.34,BF,40,88,71.6,12.75
1571286137,Denpasar,-8.65,115.22,ID,20,70,86.0,9.17
1571286675,Garwa,27.63,81.51,IN,0,93,75.99,3.35
1571286675,Atasu,48.68,71.64,KZ,52,62,39.69,15.88
1571286114,Natal,-5.81,-35.21,BR,75,88,77.0,3.36
1571286675,Saint-Paul,45.22,1.9,FR,87,76,55.99,5.82
1571286675,Moron,18.56,-74.26,HT,68,79,79.11,3.58
1571286676,Hofn,64.25,-15.21,IS,100,77,44.96,43.03
1571286360,Kautokeino,69.01,23.04,NO,0,88,15.42,5.06
1571286676,Sweetwater,32.47,-100.41,US,1,40,55.4,8.14
1571286676,Williston,48.15,-103.62,US,1,35,57.2,3.36
1571286677,Teahupoo,-17.83,-149.27,PF,20,74,80.6,8.05
1571286677,Sobolevo,54.43,31.9,RU,0,76,49.91,10.02
1571286677,Deshnok,27.8,73.34,IN,0,15,94.66,7.78
1571286133,Waipawa,-39.94,176.59,NZ,55,71,59.0,7.0
1571286677,Pizarro,4.95,-77.37,CO,46,84,78.28,6.6
1571286259,Najran,17.54,44.22,SA,40,33,73.4,2.81
1571286678,Natitingou,10.31,1.38,BJ,20,100,69.8,2.24
1571286679,Bani,16.02,42.93,YE,81,63,87.04,3.08
1571286679,Sorland,67.67,12.69,NO,20,65,32.0,4.7
1571286679,Lecco,45.86,9.39,IT,63,93,54.0,3.36
1571286679,Udachnyy,66.42,112.4,RU,90,100,33.8,2.24
1571286679,Turukhansk,65.8,87.96,RU,100,92,28.98,6.7
1571286680,Hemnesberget,66.23,13.61,NO,100,60,42.8,13.87
1571286680,Mackay,53.65,-115.58,CA,20,86,41.0,5.32
1571286680,Wagar,31.44,-87.99,US,77,91,57.99,5.16
1571286681,Presidente Dutra,-5.29,-44.49,BR,70,90,74.19,3.48
1571286166,Meulaboh,4.14,96.13,ID,100,79,80.71,8.25
1571286681,Lodwar,3.12,35.6,KE,35,43,87.08,12.09
1571286285,Ajdabiya,30.75,20.22,LY,100,58,74.75,22.92
1571286479,Teguldet,57.31,88.17,RU,100,85,43.54,17.5
1571286354,Mandalgovi,45.76,106.27,MN,0,26,40.77,11.52
1571286682,Greytown,-29.06,30.59,ZA,0,57,71.37,4.12
1571286682,Uyskoye,54.37,60.01,RU,83,63,34.18,11.27
1571286682,Dayong,25.02,118.29,CN,20,48,82.4,8.95
1571286682,Kochi,9.96,76.25,IN,75,94,80.6,2.24
1571286134,Shar,7.3,8.73,NG,73,97,71.96,4.98
1571286683,Graaff-Reinet,-32.25,24.53,ZA,0,15,82.45,1.2
1571286683,Manaus,-3.13,-59.98,BR,79,78,78.8,3.36
1571286492,Santa Ana,30.54,-111.12,MX,30,35,78.46,4.52
1571286683,Iranshahr,27.21,60.69,IR,0,22,80.6,3.46
1571286508,Carutapera,-1.2,-46.02,BR,100,80,80.91,14.1
1571286683,Araci,-11.34,-38.96,BR,35,97,64.81,5.46
1571286684,Tres Picos,16.23,-93.58,MX,100,96,67.8,2.83
1571286481,Ola,59.58,151.3,RU,88,53,30.45,11.64
1571286511,Bose,45.46,8.01,IT,1,87,54.0,3.36
1571286684,Baiyin,36.55,104.13,CN,0,57,51.8,11.18
1571286684,Ukiah,39.15,-123.21,US,100,93,62.01,1.01
1571286685,Chivilcoy,-34.9,-60.02,AR,100,98,56.64,8.95
1571286685,Synya,65.37,58.04,RU,79,73,26.17,2.76
1571286685,Timra,62.49,17.33,SE,90,93,41.0,4.7
1571286685,Balkanabat,39.51,54.36,TM,0,18,71.37,5.75
1571286686,Ivanivka,46.71,34.54,UA,0,74,60.35,10.97
1571286249,Merauke,-8.49,140.4,ID,69,35,93.18,8.82
1571286686,Aborlan,9.44,118.55,PH,90,83,84.2,5.82
1571286192,Saint-Augustin,45.63,-73.98,CA,90,87,50.0,8.05
